expid,year,season,host,route1,route2,campsites,nation,leaders,success1,success2,claimed,disputed,countries,bcdate,smtdate,smttime,smthour,smtmin,smtdays,totdays,termdate,termreason,highpoint,traverse,ski,parapente,camps,rope,totmembers,smtmembers,mdeaths,tothired,smthired,hdeaths,nohired,o2used,o2none,o2climb,o2descent,o2sleep,o2medical,o2taken,o2unkwn,accidents,achievment,agency,comrte,stdrte,primrte,primmem,primref,chksum
EVER96301,1996,3,2,N Col-N Ridge-N Face,,"BC(20/08),ABC(26/08,6400m),C1(09/09,7000m),C2(22/09,7900m),C3(25/09,8200m),Smt(26/09)",Indonesia,Clara Sumarwati,TRUE,FALSE,FALSE,FALSE,,1996/8/20,1996/9/26,1100,11,0,37,41,1996/9/30,1,8850,FALSE,FALSE,FALSE,3,3600,2,1,0,5,5,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Nothing serious,1st Indonesian to summit,Himalayan Sherpa Adventure,TRUE,TRUE,FALSE,FALSE,FALSE,2452574
EVER97108,1997,1,2,N Col-NE Ridge,,"BC(05/04,5200m),ABC(11/04,6450m),C1(12/04,7050m),C2(21/04,7800m),C3(01/05,8300m),Smt(02,07,20,22/05)",Kazakhstan,Ervand T. Ilyinski,TRUE,FALSE,FALSE,FALSE,"Australia, Canada, Georgia, Russia",1997/4/5,1997/5/2,1800,18,0,27,49,1997/5/24,1,8850,FALSE,FALSE,FALSE,3,0,27,13,3,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Frolov serious frostbite; Ovsharenko mild frostbite; 3 dead on summit attempt,1st Kazakh woman to top,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2452793
EVER97110,1997,1,2,N Col-NE Ridge,,"BC(06/04,5200m),IC(13/04,5800m),ABC(14/04,6400m),C1(21/04,7000m),C2(26/04,7500m),C3(25/05,7900m),C4(26/05,8300m),Smt(29/05)",New Zealand,Russell Brice,TRUE,FALSE,FALSE,FALSE,"Belgium, Canada, France, Japan, Netherlands, UK, USA",1997/4/6,1997/5/29,1145,11,45,53,0,  -   -,1,8850,FALSE,FALSE,FALSE,4,0,18,2,0,11,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Tsuzuki edema of entire body (except head); nothing else serious,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2452820
EVER97112,1997,1,2,N Col-N Ridge-N Face,,"BC(07/04,5200m),ABC(6450m),C1(7060m),C2(27/05,7680m),C3(28/05,8300m),Smt(29/05)",China,Da Chimi,TRUE,FALSE,FALSE,FALSE,,1997/4/7,1997/5/29,1155,11,55,52,70,1997/6/16,1,8850,FALSE,FALSE,FALSE,3,0,3,3,0,2,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Tibet Mountaineering Assoc.,TRUE,TRUE,FALSE,FALSE,FALSE,2452820
EVER97114,1997,1,2,N Col-NE Ridge,,"BC(09/04,5200m),ABC(14/04,6450m),C1(26/04,7066m),C2(07/05,7850m),C3(19/05,8200m),Smt(08,20/05)",France,Antoine de Choudens,TRUE,FALSE,FALSE,FALSE,Bulgaria,1997/4/9,1997/5/8,1030,10,30,29,33,1997/5/12,1,8850,FALSE,FALSE,FALSE,3,0,5,3,0,2,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Cook pulmonary edema at BC & left early,,Thamserku Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2452799
EVER97124,1997,1,2,N Col-NE Ridge,,"BC(19/04,5200m),ABC(27/04,6460m),C1(01/05,7060m),C2(07/05,7800m),C3(21/05,8300m),Smt(22-23/05)",Croatia,Darko Berljak,TRUE,FALSE,FALSE,FALSE,"Bosnia-Herzegovina, Germany, Slovenia",1997/4/19,1997/5/22,1100,11,0,33,41,1997/5/30,1,8850,FALSE,FALSE,FALSE,3,0,20,2,0,5,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Pepevnik 6 hrs retinal hemorrhage 1 eye; Stiller same problem 2 eyes; Tomazin serious pulmonary edema at Col and put on oxygen in bag and drugs; 2 less serious starting edema,,Everest Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2452813
EVER97125,1997,1,2,N Col-NE Ridge,,"BC(28/03,5200m),C1(04/04,6000m),C2(06/04,6400m),C3(12/04,7010),C4(18/04,7800m),C5(26/04,8300m),Smt(07/05)",S Korea,Lee Dong-Yeon,TRUE,FALSE,FALSE,FALSE,,1997/3/28,1997/5/7,1455,14,55,40,0,  -   -,1,8850,FALSE,FALSE,FALSE,5,0,10,1,0,5,1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Mingma Tamang slipped at 8500m and fell 2500m body not found,,Windhorse Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2452798
EVER98104,1998,1,2,N Col-NE Ridge,,"BC(27/03,5200m),ABC(01/04,6400m),C1(07/04,7000m),C2(07/05,7800m),C3(08/05,8300m),Smt(05/19,24/05)",Slovakia,"Pavol Lazar, Yu Liang-Pu",TRUE,FALSE,FALSE,FALSE,China,1998/3/27,1998/5/19,1011,10,11,53,58,1998/5/24,1,8850,FALSE,FALSE,FALSE,0,0,24,4,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Nothing serious,,None,TRUE,TRUE,FALSE,FALSE,FALSE,2453221
EVER98107,1998,1,2,N Col-NE Ridge,,"BC(02/04),ABC(07/04,6300m),C1(15/04,7000m),C2(17/04,7500m),C3(05/05,8200m),Smt(18,21-22/05)",Russia,Boris Sedousov,TRUE,FALSE,FALSE,FALSE,"Estonia, France, Georgia, USA",1998/4/2,1998/5/18,1305,13,5,46,50,1998/5/22,1,8850,FALSE,FALSE,FALSE,3,0,23,8,2,0,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Paskin and Piotr Kuznetsov throat infections and left early,1st married couple from North (Mr & Mrs Arsentiev),Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2453220
EVER98110,1998,1,2,N Col-NE Ridge,,"BC(05/04,5110m),ABC(09/04,6400m),C1(17/04,7000m),C2(27/04,7700m),C3(16/05,8200m),Smt(18/05)",Russia,Vladimir Shataev,TRUE,FALSE,FALSE,FALSE,Belarus,1998/4/5,1998/5/18,1420,14,20,43,44,1998/5/19,1,8850,FALSE,FALSE,FALSE,3,0,4,1,0,1,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,1st Belarussian to top,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2453220
EVER98114,1998,1,2,N Col-NE Ridge,,"BC(10/04,5000m),ABC(17/04,6600m),C1(28/04,7000m),C1(23/05,7900m),C3(24/05,8300m),Smt(25,27/05)",USA,David Hahn,TRUE,FALSE,FALSE,FALSE,,1998/4/10,1998/5/25,930,9,30,45,0,  -   -,1,8850,FALSE,FALSE,FALSE,3,0,8,3,0,4,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Great Escapes Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2453227
EVER98115,1998,1,2,N Col-NE Ridge,,"BC(10/04),ABC.C3(19/04,6300m),C4(24/04,7028m),C5(06/05,7780m),C6(17/05,8200m),Smt(18-19/05)",Japan,Hitoshi Onodera,TRUE,FALSE,FALSE,FALSE,,1998/4/10,1998/5/18,1230,12,30,38,44,1998/5/24,1,8850,FALSE,FALSE,FALSE,4,0,11,4,0,12,5,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Nothing,Oldest person to 8300m,Rolwaling Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2453220
EVER98116,1998,1,2,N Col-NE Ridge,,"BC(11/04),C1(16/04,5500m),C2(17/04,4600m),C3.ABC(23/04,6300m),C4(03/05,7000m),C5(17/05,7800m),C6(18/05,8200m),Smt(19/05)",Japan,Noriyuki Muraguchi,TRUE,FALSE,FALSE,FALSE,,1998/4/11,1998/5/19,1013,10,13,38,44,1998/5/25,1,8850,FALSE,FALSE,FALSE,6,0,3,2,0,6,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Rolwaling Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2453221
EVER98117,1998,1,2,N Col-NE Ridge,,"BC(11/04),C1(13/04,5500m),C2(14/04,6000m),C3(21/04,6500m),C4(25/04,7000m),C5(27/04,7600m),C6(17/05,8300m),Smt(18-19/05)",India,Hrishikesh Yadav,TRUE,FALSE,FALSE,FALSE,,1998/4/11,1998/5/18,1235,12,35,37,43,1998/5/24,1,8850,FALSE,FALSE,FALSE,6,0,13,2,0,8,6,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,1st successful Indian civilian expedition any 8000er,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2453220
EVER98118,1998,1,2,N Col-NE Ridge,,"BC(13/04),TempBC(15/04,5800m),ABC(16/04,6400m),C1(20/04,7000m),C2(24/04,7700m),C3(14/05,8300m),Smt(22-25/05)",Uzbekistan,Anatoli Shabanov,TRUE,FALSE,FALSE,FALSE,,1998/4/13,1998/5/22,1445,14,45,39,44,1998/5/27,1,8850,FALSE,FALSE,FALSE,3,0,15,11,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Nothing serious,1st Uzbekistan attempt and success,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2453224
EVER98120,1998,1,2,N Col-NE Ridge,,"BC(13/04),Temp(17/04,5900m),ABC(18/04,6700m),C1(20/04,7000m),C2(25/04,7650m),C3(18/05,8300m),Smt(19/05)",Czech Republic,Zdenek Hruby,TRUE,FALSE,FALSE,FALSE,,1998/4/13,1998/5/19,1215,12,15,36,49,1998/6/1,1,8850,FALSE,FALSE,FALSE,3,0,8,2,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Nothing serious but Blazek and Hlava some stomach trouble,,Thamserku Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2453221
EVER98123,1998,1,2,N Col-NE Ridge,,"BC(15/04),BC.Sherpa(19/04),ABC(26/04,6500m),C1(28/04,7000m),C2(21/05,7600m),C3(23/05,8300m),Smt(24/05)",S Africa,Ian Woodall,TRUE,FALSE,FALSE,FALSE,UK,1998/4/15,1998/5/24,1015,10,15,39,46,1998/5/31,1,8850,FALSE,FALSE,FALSE,3,0,8,0,0,5,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,One very minor frostbite case,,Sherpa Cooperative Trekking (SCT),TRUE,TRUE,FALSE,FALSE,FALSE,2453226
EVER98124,1998,1,2,N Col-NE Ridge,,"BC(15/04),ABC(21/04,6400m),C1(29/04,7000m),C2(03/05,7500m),C3(04/05,7900m),C4(24/05,8300m),Smt(25/05)",New Zealand,Russell Brice,TRUE,FALSE,FALSE,FALSE,Japan,1998/4/15,1998/5/25,1015,10,15,40,47,1998/6/1,1,8850,FALSE,FALSE,FALSE,4,0,2,2,0,2,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Lobsang Temba kidney infection and left early,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2453227
EVER98125,1998,1,2,N Col-NE Ridge,,"BC(15/04),ABC(20/04,6400m),C1(27/04,7000m),C2(7500m),C3(23/05,7800m),C4(24/05,8300m),Smt(25/05)",UK,Mark Jennings,TRUE,FALSE,FALSE,FALSE,,1998/4/15,1998/5/25,1115,11,15,40,0,  -   -,1,8850,FALSE,FALSE,FALSE,4,0,1,1,1,1,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2453227
EVER98129,1998,1,2,N Col-NE Ridge,,"BC(19/04,5150m),ABC.C3(21/04,6400m),C4(24/04,7100m),C5(28/04,7700m),C6(17/05,8200m),Smt(18,20,22/05)",Japan,Kazuyoshi Kondo,TRUE,FALSE,FALSE,FALSE,,1998/4/19,1998/5/18,1235,12,35,29,39,1998/5/28,1,8850,FALSE,FALSE,FALSE,6,2500,12,8,0,6,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Kuwabara came to KTM on 22 May after loss of appetite at 7500m; nothing serious,,Cosmo Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2453220
EVER98131,1998,1,2,N Col-NE Ridge,,"BC(24/04,5200m),ABC(28/04,6400m),C1(01/05,7100m),C2(16/05,7700m),C3(17/05,8300m),Smt(26/05)",Austria,Heinz Rockenbauer,TRUE,FALSE,FALSE,FALSE,Germany,1998/4/24,1998/5/26,900,9,0,32,34,1998/5/28,1,8850,FALSE,FALSE,FALSE,3,3500,4,1,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Thamserku Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2453228
EVER99101,1999,1,2,N Col-NE Ridge,,"BC(19/04),ABC(23/04,6400m),C1(26/04,7000m),C2(08/05,7700m),C3(25/05,8200m),Smt(26/05)",Italy,Sergio Martini,TRUE,FALSE,FALSE,FALSE,"Japan, Spain",1999/4/19,1999/5/26,1130,11,30,37,43,1999/6/1,1,8850,FALSE,FALSE,FALSE,3,0,6,2,0,2,1,0,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Martini tooth infection but soon resumed climbing,,Monterosa Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2453594
EVER99103,1999,1,2,N Col-NE Ridge,,"BC(01/05),ABC(05/05-Sherpas),ABC(07/05,6400m),C1(10/05,7000m),C2(27/05,7600m),C3(28/05,8300m),Smt(29/05)",S Africa,Ian Woodall,TRUE,FALSE,FALSE,FALSE,UK,1999/5/1,1999/5/29,800,8,0,28,33,1999/6/3,1,8850,FALSE,FALSE,FALSE,3,0,2,2,0,3,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,1st woman to top from North and South,Sherpa Cooperative Trekking (SCT),TRUE,TRUE,FALSE,FALSE,FALSE,2453597
EVER99104,1999,1,2,N Col-NE Ridge,,"BC(06/04),ABC(13/04,6400m),C1(20/04,7000m),C2(7800m),C3(8200m),Smt(18/05)",Belgium,Pascal Debrouwer,TRUE,FALSE,FALSE,FALSE,"Brazil, France, Portugal",1999/4/6,1999/5/18,1330,13,30,42,50,1999/5/26,1,8850,FALSE,FALSE,FALSE,3,0,7,2,1,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Joao bad frostbite both hands and nose; both feet also frostbitten,1st Portuguese on summit,None,TRUE,TRUE,FALSE,FALSE,FALSE,2453586
EVER99108,1999,1,2,N Col-NE Ridge,,"BC(11/04),ABC(16/04,6400m),C1(18/04,7000m),C2(24/04,7800m),C3(04/05,8300m),Smt(26/05)",USA,Gheorghe Dijmarescu,TRUE,FALSE,FALSE,FALSE,,1999/4/11,1999/5/26,1010,10,10,45,48,1999/5/29,1,8850,FALSE,FALSE,FALSE,3,0,1,1,0,1,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2453594
EVER99109,1999,1,2,N Col-NE Ridge,,"BC(11/04),ABC(16/04,6400m),C1(23/04,7050m),C2(24/05,7800m),C3(25/05,8300m),Smt(26/05)",USA,Fred Barth,TRUE,FALSE,FALSE,FALSE,,1999/4/11,1999/5/26,1000,10,0,45,48,1999/5/29,1,8850,FALSE,FALSE,FALSE,3,0,1,1,0,1,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2453594
EVER99111,1999,1,2,N Col-N Face,,"BC(29/03,5180m),IC1(5575m),IC2(6100m),ABC(03/04,6490m),C1(17/04,7000m),C2(30/04,7800m),C3(16/05,8150m),Smt(17/05)",USA,Eric Simonson,TRUE,FALSE,FALSE,FALSE,"Germany, UK",1999/3/29,1999/5/17,1450,14,50,49,54,1999/5/22,1,8850,FALSE,FALSE,FALSE,3,0,13,2,0,8,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Hoyland mini-stroke; Firstbrook not acclimatized and weak,Discovery of Mallory's body on 1 May,Great Escapes Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2453585
EVER99116,1999,1,2,N Col-NE Ridge,,"ABC(6500m),C1(7000m),C2(7800m),C3(8300m),Smt(28/05)",China,Samdrup,TRUE,FALSE,FALSE,FALSE,,  -   -,1999/5/28,545,5,45,0,0,  -   -,1,8850,FALSE,FALSE,FALSE,0,0,15,10,0,0,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,1st Chinese couple to summit (Ren Na and Gigi),None,TRUE,TRUE,FALSE,FALSE,FALSE,2453596
EVER99126,1999,1,2,N Col-NE Ridge,,"BC(15/04,5100m),ABC(18/04,6400m),C1(22/04,7000m),C2(27/04,7700m),C3(27/05,8300m),Smt(27-28/05)",Mexico,Ivan Loredo,TRUE,FALSE,FALSE,FALSE,"Argentina, Ecuador, Finland",1999/4/15,1999/5/27,1225,12,25,42,48,1999/6/2,1,8850,FALSE,FALSE,FALSE,3,0,7,5,0,3,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Maniken 1st Finnish from North to top,Arun Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2453595
EVER99127,1999,1,2,N Col-NE Ridge,,"BC(09/04,5200m),Interm(09/04,5200m),ABC(15/04,6400m),C1(21/04,7000m),C2(04/05,7500m),C3(05/05,7900m),C4(26/05,8300m),Smt(27/05)",New Zealand,Russell Brice,TRUE,FALSE,FALSE,FALSE,"Australia, Germany, Japan",1999/4/9,1999/5/27,645,6,45,48,55,1999/6/3,1,8850,FALSE,FALSE,FALSE,4,0,6,3,0,5,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2453595
EVER99130,1999,1,2,N Col-NE Ridge,,"BC(11/04,5000m),ABC(16/04,6400m),C1(18/04,7050m),C2(24/05,7700m),C3(25/05,8300m),Smt(26/05)",Georgia,Gia Tortladze,TRUE,FALSE,FALSE,FALSE,,1999/4/11,1999/5/26,1100,11,0,45,48,1999/5/29,1,8850,FALSE,FALSE,FALSE,3,0,8,3,0,3,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2453594
EVER99131,1999,1,2,N Col-NE Ridge,,"BC(13/04),ABC(17/04,6400m),C1(23/04,7000m),C2(02/05,7700m),C3(17/05,8260m),Smt(18/05)",Poland,Ryszard Pawlowski,TRUE,FALSE,FALSE,FALSE,"Japan, UK, USA",1999/4/13,1999/5/18,1330,13,30,35,40,1999/5/23,1,8850,FALSE,FALSE,FALSE,3,2500,10,3,1,2,0,0,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,Pawlowski slight frostbite,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2453586
EVER99134,1999,1,2,N Col-NE Ridge,,"BC(30/03),ABC(04/04,6350m),C1(07/04,7050m),C2(26/04,7200m),C3(07/05,8300m),Smt(08/05)",Ukraine,Valentin Simonenko,TRUE,FALSE,FALSE,FALSE,,1999/3/30,1999/5/8,,,,39,44,1999/5/13,1,8850,FALSE,FALSE,FALSE,3,0,11,3,1,2,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Gorbach serious frostbite all left fingers and all toes and nose; Simonenko heart attack at BC; Kopytko disappeared,1st Ukrainian citizen to summit,Windhorse Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2453576
EVER99135,1999,1,2,N Col-NE Ridge,,"BC(16/04,5100m),ABC(20/04,6400m),C1(22/04,7000m),C2A(27/04,7600m),C2B(11/05,7900m),C3A(23/05,8300m),C3B(25/05,8400m),Smt(25-26/05)",Russia,Viatsheslav Skripko,TRUE,FALSE,FALSE,FALSE,Bulgaria,1999/4/16,1999/5/25,,,,39,47,1999/6/2,1,8850,FALSE,FALSE,FALSE,3,0,4,2,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Sea to Summit Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2453593
EVER00128,2000,1,2,N Col-NE Ridge,,"BC(15/04,5240m),C1(17/04),C2(18/04,5500m),C3(19/04,6400m),C4(22/04,7040m),C5(04/05,7450m),C6(16/05,8200m),Smt(17-19/05)",Japan,Tosio Nakamura,TRUE,FALSE,FALSE,FALSE,Australia,2000/4/15,2000/5/17,,,,32,40,2000/5/25,1,8850,FALSE,FALSE,FALSE,6,1500,18,4,0,7,6,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Tosio Yamamoto oldest to date (63 years old),Rolwaling Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2457687
EVER00129,2000,1,2,N Col-NE Ridge,,"BC(17/04,5100m),Intermed(20/04,5600m),ABC(21/04,6300m),C1(25/04,7000m),C2(26/04,7700m),C3(16/05,8200m),Smt(17/05)",Japan,Koichi Ezaki,TRUE,FALSE,FALSE,FALSE,,2000/4/17,2000/5/17,1030,10,30,30,38,2000/5/25,1,8850,FALSE,FALSE,FALSE,3,3000,6,3,0,2,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Cosmo Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2457687
EVER00130,2000,1,2,N Col-NE Ridge,,"BC(13/04),C1(7000m),C2(17/05,7800m),C3(18/05,8300m),Smt(19/05)",USA,Gheorghe Dijmarescu,TRUE,FALSE,FALSE,FALSE,,2000/4/13,2000/5/19,1530,15,30,36,44,2000/5/27,1,8850,FALSE,FALSE,FALSE,3,0,1,1,0,2,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1st Dane to climb on Everest,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2457689
EVER00132,2000,1,2,N Col-NE Ridge,,"BC(20/04),ABC(22/04,6400m),C1(27/04,7100m),C2(15/05,7850m),C3(16/05,8350m),Smt(17,19/05)",Switzerland,Karl Kobler,TRUE,FALSE,FALSE,FALSE,"Czech Republic, Germany, Nepal, New Zealand",2000/4/20,2000/5/17,1015,10,15,27,38,2000/5/28,1,8850,FALSE,FALSE,FALSE,3,0,14,4,0,4,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Durga Tamang lung infection and left,1st Sherpa woman to top from north,Iceland Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2457687
EVER00135,2000,1,2,N Col-NE Ridge,,"BC(14/04,5100m),ABC(19/04,6300m),C1(26/04,7050m),C2(01/05,7500m),C3(14/05,8200m),Smt(17,19/05)",Japan,Hiroshi Yashima,TRUE,FALSE,FALSE,FALSE,,2000/4/14,2000/5/17,1100,11,0,33,41,2000/5/25,1,8850,FALSE,FALSE,FALSE,3,50,9,7,0,7,5,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Rolwaling Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2457687
EVER00136,2000,1,2,N Col-NE Ridge,,"BC(10/04),ABC(15/04,6400m),C1(20/04,7000m),C2(06/05,7600m),C3(15/05,7900m),C4(22/05,8300m),Smt(28/05)",Russia,Viatcheslav Skripko,TRUE,FALSE,FALSE,FALSE,UK,2000/4/10,2000/5/28,745,7,45,48,55,2000/6/4,1,8850,FALSE,FALSE,FALSE,4,0,11,1,0,3,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Abramova stomach and lungs problems and left 22 May,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2457698
EVER00138,2000,1,2,N Col-NE Ridge,,"BC(01/04),Intermed(5800m),ABC(10/04,6400m),C1(23/04,7000m),C2(10/05,7700m),C3(17/05,8300m),Smt(18/05)",UK,Ian Anderson,TRUE,FALSE,FALSE,FALSE,New Zealand,2000/4/1,2000/5/18,1151,11,51,47,58,2000/5/29,1,8850,FALSE,FALSE,FALSE,3,0,12,2,0,3,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Na Temba snowblind temporarily; cook boy pneumonia,,Himalaya Expeditions,TRUE,TRUE,FALSE,FALSE,FALSE,2457688
EVER00140,2000,1,2,N Col-NE Ridge,,"BC(08/04,5300m),ABC(12/04,6400m),C1(16/04,7000m),C2(29/04,7800m),C3(16/05,8300m),Smt(17/05)",UK,David Allason-Pritt,TRUE,FALSE,FALSE,FALSE,"Australia, Netherlands, New Zealand",2000/4/8,2000/5/17,1130,11,30,39,53,2000/5/31,1,8850,FALSE,FALSE,FALSE,3,0,16,2,0,4,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Snowblind, altitude problem, eye hemorrhage",1st Dutch from North side and 1st British from north side in new millenium,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2457687
EVER00142,2000,1,2,N Col-NE Ridge,,"BC(06/04),ABC(11/04,6400m),C1(14/04,7050m),C2(13/05,7700m),C3(14/05,8300m),Smt(15,17,19/05)",Russia,Ivan Aristov,TRUE,FALSE,FALSE,FALSE,Ukraine,2000/4/6,2000/5/15,,,,39,48,2000/5/24,1,8850,FALSE,FALSE,FALSE,3,0,13,12,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Windhorse Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2457685
EVER00143,2000,1,2,N Col-NE Ridge,,"BC(15/04),ABC(23/04,6400m),C1(7000m),C2(18/05,7800m),C3(19/05,8300m),Smt(21/05)",China,Yan Geng-Hua,TRUE,FALSE,FALSE,FALSE,,2000/4/15,2000/5/21,945,9,45,36,0,  -   -,1,8850,FALSE,FALSE,FALSE,1,0,8,1,1,4,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Lhakpa Gyalzen Sherpa acute altitude sickness,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2457691
EVER00155,2000,1,2,N Col-NE Ridge,,"BC(17/04,5000m),ABC(19/04,6300m),C1(23/04,7000m),C2(29/04,7800m),C3(15/05,8300m),Smt(27/05)",Spain,Guillermo Banales,TRUE,FALSE,FALSE,FALSE,Argentina,2000/4/17,2000/5/27,1330,13,30,40,41,2000/5/28,1,8850,FALSE,FALSE,FALSE,3,0,7,1,0,5,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Gonzalez seriously frostbitten fingers; Pasaban slightly frostbitten toes,,Thamserku Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2457697
