expid,year,season,host,route1,route2,campsites,nation,leaders,success1,success2,claimed,disputed,countries,bcdate,smtdate,smttime,smthour,smtmin,smtdays,totdays,termdate,termreason,highpoint,traverse,ski,parapente,camps,rope,totmembers,smtmembers,mdeaths,tothired,smthired,hdeaths,nohired,o2used,o2none,o2climb,o2descent,o2sleep,o2medical,o2taken,o2unkwn,accidents,achievment,agency,comrte,stdrte,primrte,primmem,primref,chksum
EVER99120,1999,1,1,S Col-SE Ridge,,"BC(10/04),C1(16/04,6100m),C2(18/04,6500m),C3(25/04,7400m),C4(03/05,7900m),Smt(05/05)",Canada,Bernard Voyer,TRUE,FALSE,FALSE,FALSE,,1999/4/10,1999/5/5,,,,25,30,1999/5/10,1,8850,FALSE,FALSE,FALSE,4,0,2,1,0,2,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Voyer slightly snowblinded on return to S Col,,Arun Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2453573
EVER99121,1999,1,1,S Col-SE Ridge,,"BC(10/04),C1(15/04,6100m),C2(27/04,6450m),C3(07/05,7300m),xxx(12/05,7850m)",USA,Heidi Howkins,FALSE,FALSE,FALSE,FALSE,Switzerland,1999/4/10,1999/5/12,,,,32,51,1999/5/31,7,7850,FALSE,FALSE,FALSE,3,0,4,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Howkins and Model flu,,Sea to Summit Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2453580
EVER99123,1999,1,1,S Col-SE Ridge,,"BC(10/03,5350m),C2(05/04,6400m),C3(26/04,7400m),C4(05/05,7900m),xxx(06/05,8400m)",Denmark,Michael Strynoe,FALSE,FALSE,FALSE,FALSE,,1999/3/10,1999/5/6,,,,57,81,1999/5/30,7,8400,FALSE,FALSE,FALSE,4,0,2,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Highlander Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2453574
EVER99124,1999,1,1,S Col-SE Ridge,,"BC(08/04),C2(15/04,6500m),C4(30/04,8100m),xxx(12/05,8650m)",Spain,Inaki Ochoa,FALSE,FALSE,FALSE,FALSE,,1999/4/8,1999/5/12,,,,34,36,1999/5/14,7,8650,FALSE,FALSE,FALSE,2,0,1,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3 toes frostbitten but will heal; temporarily strained stomach muscle,,Sea to Summit Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2453580
EVER99128,1999,1,1,S Col-SE Ridge,,"BC(03/04,5350m),C1(08/04,6100m),C2(09/04,6400m),C3(22/04,7500m),C4(11/05,7900m),Smt(12/05)",Georgia,Benedict Kashakashvili,TRUE,FALSE,FALSE,FALSE,Azerbaijan,1999/4/3,1999/5/12,1000,10,0,39,45,1999/5/18,1,8850,FALSE,FALSE,FALSE,4,0,5,4,0,4,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Mursagulow developed recurrence of liver trouble; Sarkisov & Chewang snowblind,Sarkisov is the oldest Everest summiter to date,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2453580
EVER99129,1999,1,1,S Col-SE Ridge,,"BC(11/04),C1(20/04,6000m),C2(25/04,6400m),C3(11/05,7300m),C4(12/05,7900m),Smt(13/05)",Japan,Ken Noguchi,TRUE,FALSE,FALSE,FALSE,,1999/4/11,1999/5/13,0930,9,30,32,38,1999/5/19,1,8850,FALSE,FALSE,FALSE,4,0,1,1,0,4,4,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2453581
EVER99132,1999,1,1,S Col-SE Ridge,,"BC(05/04),C1(13/04,6100m),C2(19/04,6800m),C3(23/04,7390m),C4(05/05,7900m),xxx(05/05,8748m)",Nepal,Arbin Timilsina,FALSE,FALSE,FALSE,FALSE,,1999/4/5,1999/5/5,,,,30,33,1999/5/8,8,8748,FALSE,FALSE,FALSE,4,0,1,0,0,3,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Arbin snowblindness after returning to South Col,Youngest person to South Summit,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2453573
EVER99137,1999,1,1,S Col-SE Ridge,,"BC(30/03,5350m),C1(10/04,6100m),C2(11/04,6400m),C3(15/04,7300m),C4(03/05,7900m),Smt(26/05)",Mexico,Hugo Rodriguez,TRUE,FALSE,FALSE,FALSE,,1999/3/30,1999/5/26,0912,9,12,57,61,1999/5/30,1,8850,FALSE,FALSE,FALSE,4,0,4,2,0,3,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Nomad Expeditions,TRUE,TRUE,FALSE,FALSE,FALSE,2453594
EVER99301,1999,3,1,S Col-SE Ridge,,"BC(07/09),C1(13/09,6100m),C2(20/09,6400m),C3(24/09,7300m),xxx(28/09,7500m)",Spain,Isidoro Rodriguez,FALSE,FALSE,FALSE,FALSE,,1999/9/7,1999/9/28,,,,21,35,1999/10/12,5,7500,FALSE,FALSE,FALSE,3,2000,9,0,0,7,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 Sherpa ulcer,,Sherpa Alpine Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2453719
EVER00101,2000,1,1,S Col-SE Ridge,,"BC(07/04,5300m),C2(23/04,6450m),C3(01/05,7200m),C4(23/05),Smt(24/05)",USA,Andrew Lock,TRUE,FALSE,FALSE,FALSE,"Australia, UK",2000/4/7,2000/5/24,0630,6,30,47,49,2000/5/26,1,8850,FALSE,FALSE,FALSE,3,300,9,2,0,4,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Summit Nepal Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2457694
EVER00102,2000,1,1,S Col-SE Ridge,,"BC(12/04,5350m),C1(14/04,6500m),C2(20/04,7900m),Smt(24/05)",Italy,Simone Moro,TRUE,FALSE,FALSE,FALSE,Kazakhstan,2000/4/12,2000/5/24,0800,8,0,42,45,2000/5/27,1,8850,FALSE,FALSE,FALSE,3,0,2,2,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Cho Oyu Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2457694
EVER00103,2000,1,1,S Col-SE Ridge,,"BC(05/04,5340m),C1(07/04,6100m),C2(12/04,6400m),C3(22/04,7340m),C4(20/05,7950m),xxx(21/05,8300m)",Spain,Carlos Soria,FALSE,FALSE,FALSE,FALSE,,2000/4/5,2000/5/21,,,,46,50,2000/5/25,8,8300,FALSE,FALSE,FALSE,4,0,1,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2457691
EVER00104,2000,1,1,S Col-SE Ridge,,"BC(30/03),C1(07/04,5950m),C2(15/04,6400m),C3(14/05,7000m),C4(15/05,7950m),Smt(16/05)",UK,Gavin Bate,TRUE,FALSE,FALSE,FALSE,,2000/3/30,2000/5/16,1040,10,40,47,0,  -   -,1,8850,FALSE,FALSE,FALSE,4,0,8,3,0,5,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Bristow got clot in leg and was evacuated to KTM,,High Country Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2457686
EVER00105,2000,1,1,S Col-SE Ridge,,"BC(24/03,5350m),C1(02/04,6100m),C2(11/04,6400m),C3(25/04,7300m),C4(20/05,7986m),Smt(22/05)",Spain,Manuel Gonzalez,TRUE,FALSE,FALSE,FALSE,,2000/3/24,2000/5/22,0900,9,0,59,65,2000/5/28,1,8850,FALSE,FALSE,FALSE,4,0,9,3,0,6,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Dr Ortega broken leg,,Himalayan Culture Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2457692
EVER00106,2000,1,1,S Col-SE Ridge,,"BC(03/04,5300m),C1(07/04,6000m),C2(08/04,6400m),C3(18/04,7300m),C4(13/05,8000m),Smt(16/05)",Spain,Antoni Bahi,TRUE,FALSE,FALSE,FALSE,,2000/4/3,2000/5/16,1049,10,49,43,53,2000/5/26,1,8850,FALSE,FALSE,FALSE,4,200,9,2,0,5,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2457686
EVER00108,2000,1,1,S Col-SE Ridge,,"BC(02/04,5300m),C1(06/04),C2(07/04,C3(17/04,7300m),C4(20/05,8000m),xxx(21/05,8750m)",Israel,Gdaliahu Shtirmer,FALSE,FALSE,FALSE,FALSE,,2000/4/2,2000/5/21,,,,49,53,2000/5/25,4,8750,FALSE,FALSE,FALSE,4,0,1,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Nomad Expeditions,TRUE,TRUE,FALSE,FALSE,FALSE,2457691
EVER00110,2000,1,1,S Col-SE Ridge,,"BC(05/04,5350m),C1(11/04,6100m),C2(16/04,6500m),C3(01/05,7400m),C4(20/05),Smt(22/05)",Poland,Anna Czerwinska,TRUE,FALSE,FALSE,FALSE,,2000/4/5,2000/5/22,1000,10,0,47,52,2000/5/27,1,8850,FALSE,FALSE,FALSE,4,0,1,1,0,1,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Nothing serious but Anna slipped during descent when briefly fell asleep,Oldest woman to top,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2457692
EVER00111,2000,1,1,S Col-SE Ridge,,"BC(14/04),C1(21/04,6100m),C2(23/04,6445m),C3(03/05,7055m),C4(21/05,7900m),Smt(23/05)",USA,Vernon Tejas,TRUE,FALSE,FALSE,FALSE,Canada,2000/4/14,2000/5/23,1100,11,0,39,42,2000/5/26,1,8850,FALSE,FALSE,FALSE,0,0,8,0,0,15,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Sherpa Shangri-La Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2457693
EVER00112,2000,1,1,S Col-SE Ridge,,"BC(03/04,5350m),C2(12/04,6300m),C3(7300m),C4(06/05,7900m),Smt(21/05)",Nepal,Babu Tsering (Babu Chiri),TRUE,FALSE,FALSE,FALSE,,2000/4/3,2000/5/21,0956,9,56,48,52,2000/5/25,1,8850,FALSE,FALSE,FALSE,3,0,1,1,0,2,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,Speed climb - fastest ascent from BC to top (16 hrs 56 min),Nomad Expeditions,TRUE,TRUE,FALSE,FALSE,FALSE,2457691
EVER00113,2000,1,1,S Col-SE Ridge,,"BC(19/04,5350m),C1(30/04,6100m),C2(05/05,6400m),C3(12/05,7300m),C4(19/05,7900m),xxx(21/05,8826m)",Nepal,Bhakta Bahadur Thakuri,FALSE,FALSE,FALSE,FALSE,,2000/4/19,2000/5/21,,,,32,35,2000/5/24,7,8826,FALSE,FALSE,FALSE,4,0,3,0,0,4,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Temba frostbitten finger; Mingma altitude sickness and legs not good,Youngest person to 8000m,Sita Chuchura Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2457691
EVER00114,2000,1,1,S Col-SE Ridge,,"BC(14/04,5350m),C1(19/04,6100m),C2(29/04,6400m),C3(14/05,7300m),C4(15/05,7900m),Smt(24/05)",USA,Robert Hoffman,TRUE,FALSE,FALSE,FALSE,,2000/4/14,2000/5/24,0806,8,6,40,47,2000/5/31,1,8850,FALSE,FALSE,FALSE,4,0,14,3,0,11,10,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Hoffman frostbitten in descent from balcony and snowblinded; Boice frostbitten fingers,,Wilderness Experience,TRUE,TRUE,FALSE,FALSE,FALSE,2457694
EVER00115,2000,1,1,S Col-SE Ridge,,"BC(01/04,5350m),C1(03/04,6100m),C2(05/04,6400m),C3(17/04,7400m),C4(07/05,7900m),Smt(17,24/05)",USA,Christine Boskoff,TRUE,FALSE,FALSE,FALSE,"Austria, Pakistan",2000/4/1,2000/5/17,0738,7,38,46,0,  -   -,1,8850,FALSE,FALSE,FALSE,4,0,5,2,0,10,5,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Yeritsian had back problem; Habeler and Boskoff slight pulmonary edema; Dorje (Thamo) frostbitten toes,,Mountain Madness,TRUE,TRUE,FALSE,FALSE,FALSE,2457687
EVER00116,2000,1,1,S Col-SE Ridge,,"BC(14/04,5350m),C1(21/04,6100m),C2(22/04,6500m),C3(04/05,7300m),C4(17/05,7900m),Smt(18/05)",Nepal,Lhakpa Sherpa,TRUE,FALSE,FALSE,FALSE,,2000/4/14,2000/5/18,0630,6,30,34,40,2000/5/24,1,8850,FALSE,FALSE,FALSE,4,0,5,1,0,4,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,1st Nepali woman to survive a summit success,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2457688
EVER00117,2000,1,1,S Col-SE Ridge,,"BC(01/04,5375m),C1(06/04,5975m),C2(17/04,6500m),C3(20/04,7200m),C4(20/05,8000m),Smt(21/05)",Canada,Byron Smith,TRUE,FALSE,FALSE,FALSE,,2000/4/1,2000/5/21,0800,8,0,50,54,2000/5/25,1,8850,FALSE,FALSE,FALSE,4,200,7,1,0,12,7,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2457691
EVER00118,2000,1,1,S Col-SE Ridge,,"BC(06/04),C1(15/04),C2(16/04,6350m),C3(13/05,7250m),Smt(17/05)",Canada,Ben Webster,TRUE,FALSE,FALSE,FALSE,,2000/4/6,2000/5/17,0815,8,15,41,0,  -   -,1,8850,FALSE,FALSE,FALSE,4,0,5,1,0,6,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Mountain Madness,TRUE,TRUE,FALSE,FALSE,FALSE,2457687
EVER00119,2000,1,1,S Col-SE Ridge,,"BC(01/04),C1(07/04,6100m),C2(14/04,6500m),C3(19/05),C4(20/05,7900m),Smt(22/05)",USA,Robert Link,TRUE,FALSE,FALSE,FALSE,Australia,2000/4/1,2000/5/22,0820,8,20,51,57,2000/5/28,1,8850,FALSE,FALSE,FALSE,4,0,11,2,0,10,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Wise bruised hand in icefall and left early; Gattone snowblind,,Great Escapes Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2457692
EVER00120,2000,1,1,S Col-SE Ridge,,"BC(05/04,5350m),C1(16-17/04,6400m),C3(25/04,7300m),C4(11/05,7900m),Smt(26/05)",UK,Henry Todd,TRUE,FALSE,FALSE,FALSE,"Canada, USA, Yugoslavia",2000/4/7,2000/5/26,,,,49,50,2000/5/27,1,8850,FALSE,FALSE,FALSE,3,0,17,6,0,9,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Himalayan Guides,TRUE,TRUE,FALSE,FALSE,FALSE,2457696
EVER00121,2000,1,1,S Col-SE Ridge,,"BC(05/04,5400m),C1(08,11/04,6050m),C2(15/04,6400m),C3(22/04,7300m),C4(29/04,7950m),Smt(16/05)",S Korea,Son Joong-Ho,TRUE,FALSE,FALSE,FALSE,,2000/4/5,2000/5/16,1050,10,50,41,46,2000/5/21,1,8850,FALSE,FALSE,FALSE,4,0,7,2,0,4,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Millenium first summit,Beyond Base Camp,TRUE,TRUE,FALSE,FALSE,FALSE,2457686
EVER00122,2000,1,1,S Col-SE Ridge,,"BC(03/04,5300m),C1(09/04,6000m),C2(10/04,6400m),C3(17/05,7300m),C4(20/05,7950m),xxx(21/05,8300m)",Canada,Gabriel Filippi,FALSE,FALSE,FALSE,FALSE,,2000/4/3,2000/5/21,,,,48,52,2000/5/25,4,8300,FALSE,FALSE,FALSE,4,0,1,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Nomad Expeditions,TRUE,TRUE,FALSE,FALSE,FALSE,2457691
EVER00123,2000,1,1,S Col-SE Ridge,,"BC(05/04,5340m),C1(11/04,6100m),C2(17/04,6400m),C3(29/04,7340m),C4(20/05,7950m),Smt(22/05)",USA,Saeed Toossi,TRUE,FALSE,FALSE,FALSE,,2000/4/5,2000/5/22,1030,10,30,47,52,2000/5/27,1,8850,FALSE,FALSE,FALSE,4,250,1,1,0,1,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2457692
EVER00124,2000,1,1,S Col-SE Ridge,,"BC(01/04,5400m),ABC(04/04),C2(04/04),xxx(21/05,8750m)",Mexico,Hugo Rodriguez,FALSE,FALSE,FALSE,FALSE,,2000/4/1,2000/5/21,,,,50,54,2000/5/25,4,8750,FALSE,FALSE,FALSE,1,800,3,0,0,5,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Nomad Expeditions,TRUE,TRUE,FALSE,FALSE,FALSE,2457691
EVER00125,2000,1,1,S Col-SE Ridge,,"BC(05/04,5340m),C1(20/04,6100m),C2(26/04,6400m),C3(06/05,7340m),C4(20/05,7950m),xxx(21/05,8100m)",USA,Bill Zachary,FALSE,FALSE,FALSE,FALSE,,2000/4/5,2000/5/21,,,,46,50,2000/5/25,10,8100,FALSE,FALSE,FALSE,4,0,1,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2457691
EVER00126,2000,1,1,S Col-SE Ridge,,"BC(11/04,5300m),C1(14/04,6100m),C2(16/04,6500m),C3(20/04,7300m),C4(14/05,7900m),xxx(15/05,8750m)",New Zealand,David Hiddleston,FALSE,FALSE,FALSE,FALSE,"Japan, USA",2000/4/11,2000/5/15,,,,34,38,2000/5/19,8,8750,FALSE,FALSE,FALSE,4,600,3,0,0,3,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Wilderness Experience,TRUE,TRUE,FALSE,FALSE,FALSE,2457685
EVER00127,2000,1,1,S Col-SE Ridge,,"BC(09/04,5350m),C1(13/04,6100m),C2(21/04,6400m),C3(23/04,7130m),xxx(20/05,7285m)",Canada,Jeff Warden,FALSE,FALSE,FALSE,FALSE,,2000/4/9,2000/5/20,,,,41,43,2000/5/22,7,7285,FALSE,FALSE,FALSE,3,0,1,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Warden got food poisoning 1 May, got cured 4 May and up to C2 for 2 days",,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2457690
EVER00301,2000,3,1,S Col-SE Ridge,,"BC(14/09),C1(19/09,6020m),C2(21/09,6500m),C3(27/09,7300m),C4(06/10,7900m),Smt(07,09/10)",Slovenia,Davo Karnicar,TRUE,FALSE,FALSE,FALSE,,2000/9/19,2000/10/7,0645,6,45,18,22,2000/10/11,1,8850,FALSE,TRUE,FALSE,4,0,8,5,0,4,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Lacen frostbitten fingers and toes but membrane will heal (left early),1st complete ski descent,Wilderness Experience,TRUE,TRUE,FALSE,FALSE,FALSE,2457830
EVER00302,2000,3,1,S Col-SE Ridge,,"BC(03/09),C1(17/09,6100m),C2(20/09,6400m),C3(25/09,7300m),C4(03/10,7900m),Smt(04-05/10)",S Korea,Yoon Hong-Keun,TRUE,FALSE,FALSE,FALSE,,2000/9/3,2000/10/4,1345,13,45,31,35,2000/10/8,1,8850,FALSE,FALSE,FALSE,4,0,14,3,0,8,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Nawang Wangchu dizzy and back pain, vomitting so sent home",,Windhorse Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2457827
EVER00303,2000,3,1,S Col-SE Ridge,,"BC(28/08),C1(17/09,6100m),C2(20/09,6400m),C3(25/09,7300m),C4(03/10,7900m),Smt(04/10)",S Korea,Kim Young-Moon,TRUE,FALSE,FALSE,FALSE,,2000/8/28,2000/10/4,1343,13,43,37,43,2000/10/10,1,8850,FALSE,FALSE,FALSE,4,0,8,2,0,8,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Frostbitten toes from 40 minutes at balcony with the oxygen,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2457827
EVER01101,2001,1,1,S Col-SE Ridge,,"BC(05/04),C1,C2(13/04,6400m),C3(22/04,7200m),C4(22/05,7900m),Smt(23/05)",USA,Brant Didden,TRUE,FALSE,FALSE,FALSE,Canada,2001/4/5,2001/5/23,0830,8,30,48,51,2001/5/26,1,8850,FALSE,FALSE,FALSE,4,0,3,2,0,4,2,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,O'Bryan trouble breathing (asthema) while descending from top on 23 May; Babu Chiri's death,,Nomad Expeditions,TRUE,TRUE,FALSE,FALSE,FALSE,2458059
EVER01102,2001,1,1,S Col-SE Ridge,,"BC(09/04),C1(16/04),C2(21/04,6500m),C3(22/05,7400m),C4(22/05,7900m),Smt(24/05)",Canada,Ben Webster,TRUE,FALSE,FALSE,FALSE,"Spain, USA",2001/4/9,2001/5/24,0649,6,49,45,48,2001/5/27,1,8850,FALSE,FALSE,FALSE,4,0,3,2,0,7,6,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Feagin serious pulmonary edema (went down to Namche Bazar and Khunde Hospital, returned to BC about 10 May completely recovered)",,Mountain Madness,TRUE,TRUE,FALSE,FALSE,FALSE,2458060
EVER01103,2001,1,1,S Col-SE Ridge,,"BC(06/04,5350m),C1(15/04,6100m),C2(18/04,6475m),C3(13/05,7500m),C4(14/05,7900m),Smt(23/05)",Canada,Tim Rippel,TRUE,FALSE,FALSE,FALSE,,2001/4/6,2001/5/23,0700,7,0,47,51,2001/5/27,1,8850,FALSE,FALSE,FALSE,4,0,2,1,0,1,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Great Escapes Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2458059
EVER01104,2001,1,1,S Col-SE Ridge,,"BC(05/04,5400m),C1(13/04,6100m),C2(18/04,6400m),C3(19/04,7300m),C4(22/05,7900m),xxx(23/05,8500m)",Argentina,Juan Benegas,FALSE,FALSE,FALSE,FALSE,,2001/4/5,2001/5/23,,,,48,51,2001/5/26,4,8500,FALSE,FALSE,FALSE,4,0,1,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2458059
EVER01105,2001,1,1,S Col-SE Ridge,,"BC(04/04),C1(12/04,5950m),C2(18/04,6500m),C3(24/04,7500m),C4(23/05,7900m),Smt(24/05)",Canada,Jason Edwards,TRUE,FALSE,FALSE,FALSE,"Peru, USA",2001/4/4,2001/5/24,0650,6,50,50,54,2001/5/28,1,8850,FALSE,FALSE,FALSE,4,0,8,5,0,12,9,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Great Escapes Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2458060
EVER01106,2001,1,1,S Col-SE Ridge,,"BC(07/04,5300m),C1(14/04,6100m),C2(17/04,6400m),C3(23/04,7200m),C4(22/05,7985m),Smt(23/05)",Chile,Vivianne Cuq Maggi,TRUE,FALSE,FALSE,FALSE,,2001/4/7,2001/5/23,0800,8,0,46,51,2001/5/28,1,8850,FALSE,FALSE,FALSE,4,0,8,5,0,5,4,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,1st Chilean women to Everest summit,Ang Nuru Sherpa,TRUE,TRUE,FALSE,FALSE,FALSE,2458059
EVER01107,2001,1,1,S Col-SE Ridge,,"BC(04/04,5330m),C1(12/04,6035m),C2.ABC(21/04,6550m),C3(02/05,7300m),C4(23/05,8075m),Smt(25/05)",USA,Greg Wilson,TRUE,FALSE,FALSE,FALSE,,2001/4/4,2001/5/25,1030,10,30,51,54,2001/5/28,1,8850,FALSE,FALSE,FALSE,4,0,5,2,0,8,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Great Escapes Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2458061
EVER01108,2001,1,1,S Col-SE Ridge,,"BC(07/04),C1(18/04,6100m),C2(20/04,6400m),C3(21/04,7350m),C4(22/05,7900m),Smt(23/05)",USA,Willie Benegas,TRUE,FALSE,FALSE,FALSE,"Australia, UK",2001/4/7,2001/5/23,0718,7,18,46,49,2001/5/26,1,8850,FALSE,FALSE,FALSE,0,200,7,3,0,6,4,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,High Country Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2458104
EVER01109,2001,1,1,S Col-SE Ridge,,"BC(04/04,5350m),C1(11/04,6100m),C2(19/04,6400m),C3(23/04,7300m),C4(23/05,7900m),Smt(25/05)",USA,Pasquale Scaturro,TRUE,FALSE,FALSE,FALSE,,2001/4/4,2001/5/25,0815,8,15,51,57,2001/5/31,1,8850,FALSE,FALSE,FALSE,4,0,17,11,0,15,8,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,1st blind summiter; Sherman Bull oldest man to date,Wilderness Experience,TRUE,TRUE,FALSE,FALSE,FALSE,2458106
EVER01110,2001,1,1,S Col-SE Ridge,,"BC(01/04),C1(16/04,5800m),C2(17/04,6400m),C3(26/04,7300m),C4(22/05,7900m),Smt(23/05)",USA,Mike Trueman,TRUE,FALSE,FALSE,FALSE,"Canada, Turkey, UK",2001/4/1,2001/5/23,0800,8,0,52,55,2001/5/26,1,8850,FALSE,FALSE,FALSE,4,0,5,2,0,12,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Arun Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2458104
