expid,year,season,host,route1,route2,campsites,nation,leaders,success1,success2,claimed,disputed,countries,bcdate,smtdate,smttime,smthour,smtmin,smtdays,totdays,termdate,termreason,highpoint,traverse,ski,parapente,camps,rope,totmembers,smtmembers,mdeaths,tothired,smthired,hdeaths,nohired,o2used,o2none,o2climb,o2descent,o2sleep,o2medical,o2taken,o2unkwn,accidents,achievment,agency,comrte,stdrte,primrte,primmem,primref,chksum
EVER52101,1952,1,1,S Col-SE Ridge,,"BC(20/04,5050m),C1(25/04,5250m),C2(28/04,5600m),C3(06/05,6000m),C4(10/05,6450m),C5(14/05,6900m),Biv(25/05,7880m),C6(26/05,7950m),C7(27/05,8390m),xxx(28/05,8600m)",Switzerland,Edouard Wyss-Dunant,FALSE,FALSE,FALSE,FALSE,,1952/4/20,1952/5/28,,,,38,47,1952/6/6,7,8600,FALSE,FALSE,FALSE,7,0,11,0,0,14,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,TRUE,FALSE,FALSE,FALSE,2436203
EVER52301,1952,3,1,S Col-SE Ridge,,"BC(07/10,5050m),C1(08/10,5250m),C2(10/10,5600m),C3(6000m),C4(6450m),C5(26/10,6900m),C6(04/11,7100m),C7(14/11,7500m),C8(19/11,7880m),xxx(20/11,8100m)",Switzerland,Gabriel Chevalley,FALSE,FALSE,FALSE,FALSE,,1952/10/7,1952/11/20,,,,44,51,1952/11/27,4,8100,FALSE,FALSE,FALSE,7,0,7,0,0,23,0,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1 Sherpa killed by ice avalanche, 2 porters died on approach march",,,TRUE,TRUE,FALSE,FALSE,FALSE,2436379
EVER53101,1953,1,1,S Col-SE Ridge,,"BC(12/04,5450m),C2(15/04,5900m),C3(22/04,6150m),C4.ABC(01/05,6460m),C5(03/05,6700m),C6(04/05),C7(17/05,7315m),C8(22/05,7950m),C9(28/05,8500m),Smt(29/05)",UK,John Hunt,TRUE,FALSE,FALSE,FALSE,New Zealand,1953/4/12,1953/5/29,1130,11,30,47,52,1953/6/3,1,8850,FALSE,FALSE,FALSE,9,0,13,1,0,20,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,TRUE,TRUE,FALSE,FALSE,FALSE,2436570
EVER56101,1956,1,1,S Col-SE Ridge,,"BC(07/04,5450m),C1(11/04,5800m),C2(13/04,6100m),C3.ABC(18/04,6500m),C4(01/05,6950m),C5A(06/05,7500m),C6B(20/05,8000m),C7(22/05,8400m),Smt(23-34/05)",Switzerland,Albert Eggler,TRUE,FALSE,FALSE,FALSE,,1956/4/7,1956/5/23,1400,14,0,46,54,1956/5/31,1,8850,FALSE,FALSE,FALSE,7,0,11,4,0,28,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,TRUE,TRUE,FALSE,FALSE,FALSE,2437663
EVER60101,1960,1,1,S Col,,"BC(05/04,5450m),C1(10/04,5850m),C2(15/04,6100m),C3.ABC(17/04,6460m),C4(19/04,6700m),C5(02/05,7300m),C6(09/05,7950m),C7(24/05,8400m),xxx(25/05,8625m)",India,Gyan Singh,FALSE,FALSE,FALSE,FALSE,Nepal,1960/4/5,1960/5/25,,,,50,55,1960/5/30,4,8625,FALSE,FALSE,FALSE,7,0,22,0,0,10,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,TRUE,TRUE,FALSE,FALSE,FALSE,2439130
EVER62101,1962,1,1,S Col-SE Ridge,,"BC(29/03,5360m),C1(01/04,5800m),C2(6560m),C3(07/04,6560m),C4(08/04,6830m),C5(06/05,7200m),C6(24/05,8000m),C7(28/05,8440m),xxx(30/05,8720m)",India,John Dias,FALSE,FALSE,FALSE,FALSE,,1962/3/29,1962/5/30,,,,62,0,  -   -,4,8720,FALSE,FALSE,FALSE,7,0,14,0,0,44,0,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1 Sherpa killed by falling rock below C4,,,TRUE,TRUE,FALSE,FALSE,FALSE,2439867
EVER63101,1963,1,1,S Col-SE Ridge,W Cwm-W Ridge-N Face up; SE Ridge-S Col down,"BC(21/03,5425m),C1(30/03,6160m),C2.ABC(02/04,6510m),C3(07/04,7250m),C4(15/05,7650m),C5(16/05,7950m),C6(21/05,8300m),Smt(01,22/05); C3W(07/04,7250m),C4W(15/05,7650m),C5W(21/05,8300m),Smt(22/05),Biv(22/05,8530m)",USA,Norman Dyhrenfurth,TRUE,TRUE,FALSE,FALSE,UK,1963/3/21,1963/5/1,1300,13,0,41,65,1963/5/25,1,8850,TRUE,FALSE,FALSE,6,0,20,5,1,40,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Breitenbach killed in Khumbu Icefall,,,FALSE,FALSE,FALSE,FALSE,FALSE,2440204
EVER65101,1965,1,1,S Col-SE Ridge,,"BC(22/03,5425m),C1(27/03,6100m),C2(04/04,6490m),C3(06/04,6980m),C4(08/03,7620m),C5(18/05,7986m),C6(19/05,8513m),Smt(20,22,24,29/05)",India,M. S. Kohli,TRUE,FALSE,FALSE,FALSE,,1965/3/22,1965/5/20,0930,9,30,59,71,1965/6/1,1,8850,FALSE,FALSE,FALSE,6,0,20,8,0,46,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,TRUE,TRUE,FALSE,FALSE,FALSE,2440956
EVER70102,1970,1,1,S Col-SE Ridge,SW Face (to 8050m),"BC(23/03,5350m),Dep(5800m),C1(04/04,6150m),C2(16/04,6450m),C3(18/04,6950m),C4(26/04,7500m),C5(26/04,7986m),C6(10/05,8513m),Smt(11-12/05); SWFaceC2.ABC(17/04,6600m),C3(18/04,7000m),C4(06/05,7500m),xxx(10/05,8050m)",Japan,Hiromi Ohtsuka,TRUE,FALSE,FALSE,FALSE,,1970/3/23,1970/5/11,0910,9,10,49,59,1970/5/21,1,8850,FALSE,FALSE,FALSE,6,0,39,3,1,56,1,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1 Sherpa killed by icefall; 1 member died of heart attack,,,FALSE,FALSE,FALSE,FALSE,FALSE,2442778
EVER71301,1971,3,1,S Col-SE Ridge,,"BC(14/09),C1(17/09,6065m),C2(19/09,6450m),C3(21/09,6950m),C4(7400m),C5(28/10,7950m),xxx(30/10,8100m)",Argentina,Hector Cativa Tolosa,FALSE,FALSE,FALSE,FALSE,,1971/9/14,1971/10/30,,,,46,0,  -   -,4,8100,FALSE,FALSE,FALSE,5,0,20,0,0,24,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,TRUE,FALSE,FALSE,FALSE,2443316
EVER73101,1973,1,1,S Col-SE Ridge,,"BC(21/03,5400m),C1(27/03,6150m),C2(31/03,6450m),C3(11/04,7000m),C4(29/04,7500m),C5(30/04,7985m),C6(04/05,8515m),Smt(05,07/05)",Italy,Guido Monzino,TRUE,FALSE,FALSE,FALSE,,1973/3/21,1973/5/5,1239,12,39,45,0,  -   -,1,8850,FALSE,FALSE,FALSE,6,0,65,5,0,88,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,TRUE,TRUE,FALSE,FALSE,FALSE,2443871
EVER73301,1973,3,1,S Col-SE Ridge,SW Face (to 8380m),"BC(25/08,5440m),C1(04/09,6100m),C2(09/09,6700m),C3A(18/10,7450m),C4A(25/10,8000m),Smt(26/10),Biv(26/10,8600m); SW-Face.C3B(18/09,7000m),C4B(26/09,7500m),C5B(07/10,8000m),xxx(26/10,8380m)",Japan,Michio Yuasa,TRUE,FALSE,FALSE,FALSE,,1973/8/25,1973/10/26,1630,16,30,62,0,  -   -,1,8850,FALSE,FALSE,FALSE,5,0,49,2,0,33,0,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Zangbu Sherpa killed by avalanche between C2 and C3,,,FALSE,FALSE,FALSE,FALSE,FALSE,2444045
EVER74101,1974,1,1,S Col-SE Ridge,,"BC(25/03,5380m),C1(03/04,6100m),C2(06/04,6440m),C3(13/04,6950,7000m),C4(22/04,7450m),C5(04/05,7600m),C6(12/05,8530m),xxx(12/05,8530m)",Spain,Juan Ignacio Lorente Zugaza,FALSE,FALSE,FALSE,FALSE,,1974/3/25,1974/5/12,,,,48,0,  -   -,4,8530,FALSE,FALSE,FALSE,6,0,16,0,0,10,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,,,,TRUE,TRUE,FALSE,FALSE,FALSE,2444244
EVER75101,1975,1,1,S Col-SE Ridge,,"BC(16/03,5300m),C1(03/04,6050m),C2(08/04,6400m),C3(14/04,6900m),C4(27/04,7600m),C5(14/05,7985m),C6(15/05,8500m),Smt(16/05)",Japan,Eiko Hisano,TRUE,FALSE,FALSE,FALSE,,1975/3/16,1975/5/16,1230,12,30,61,63,1975/5/18,1,8850,FALSE,FALSE,FALSE,6,0,22,1,0,23,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,1st ascent by a woman,,TRUE,TRUE,FALSE,FALSE,FALSE,2444614
EVER76101,1976,1,1,S Col-SE Ridge,,"BC(24/03,5425m),C1(03/04,5950m),C2(09/04,6650m),C3(21/04,6950m),C4(30/04,7620m),C5(12/05,8000m),C6(14/05,8380m),Smt(16/05)",UK,Tony Streather,TRUE,FALSE,FALSE,FALSE,Nepal,1976/3/24,1976/5/16,1515,15,15,53,0,  -   -,1,8850,FALSE,FALSE,FALSE,6,0,34,2,1,25,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,TRUE,TRUE,FALSE,FALSE,FALSE,2444981
EVER76301,1976,3,1,S Col-SE Ridge,,"BC(26/08),C1(02/09,5900m),C2(08/09,6480m),C3(10/09,7000m),C4(25/09,7470m),C5(01/10,7985m),C6(07/10,8380m),Smt(08/10)",USA,Phillip R. Trimble,TRUE,FALSE,FALSE,FALSE,Netherlands,1976/8/26,1976/10/8,1614,16,14,43,48,1976/10/13,1,8850,FALSE,FALSE,FALSE,6,0,19,2,0,23,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,TRUE,FALSE,FALSE,FALSE,2445126
EVER77101,1977,1,1,S Col-SE Ridge,,"BC(14/03,5400m),C1(19/03,5880m),C2(29/03,6160m),C3(05/04,6580m),C4(20/04,6740m),C5(25/04,7560m),C6(26/04,7980m),xxx(14/05,8000m)",New Zealand,Keith Woodford,FALSE,FALSE,FALSE,FALSE,Canada,1977/3/14,1977/5/14,,,,61,0,  -   -,4,8000,FALSE,FALSE,FALSE,5,0,8,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,TRUE,TRUE,FALSE,FALSE,FALSE,2445345
EVER77301,1977,3,1,S Col-SE Ridge,,"BC(09/08,5400m),C1(16/08,6100m),C2(19/08,6450m),C3(26/08,7400m),C4(07/09,7980m),C5(08/09,8500m),Smt(15/09)",S Korea,Kim Young-Do,TRUE,FALSE,FALSE,FALSE,,1977/8/9,1977/9/15,1250,12,50,37,0,  -   -,1,8850,FALSE,FALSE,FALSE,5,0,19,1,0,50,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,TRUE,FALSE,FALSE,FALSE,2445469
EVER78102,1978,1,1,S Col-SE Ridge,,"BC(24/03,5340m),C1(02/04,6050m),C2(03/04,6400m),C3(13/04,7200m),C4(24/04,7980m),C5(02/05,8500m),Smt(03,08,11,14/05)",Austria,Wolfgang Nairz,TRUE,FALSE,FALSE,FALSE,"Italy, UK, W Germany",1978/3/24,1978/5/3,0810,8,10,40,57,1978/5/20,1,8850,FALSE,FALSE,FALSE,5,0,14,8,0,25,1,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1 Sherpa died in icefall,1st ascent without oxygen (Messner and Habeler),,TRUE,TRUE,FALSE,FALSE,FALSE,2445700
EVER78301,1978,3,1,S Col-SE Ridge,,"BC(03/09,5400m),C1(02/09,6000m),C2(09/09,6500m),C3(18/09,7250m),C4(30/09,8000m),Smt(14,16-17/10)",W Germany,Karl M. Herrligkoffer,TRUE,FALSE,FALSE,FALSE,"Poland, Switzerland",1978/9/3,1978/10/14,1630,16,30,41,0,  -   -,1,8850,FALSE,FALSE,FALSE,4,0,21,9,0,10,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,TRUE,FALSE,FALSE,FALSE,2445864
EVER78302,1978,3,1,S Col-SE Ridge,,"BC(29/08,5400m),C1(02/09,6000m),C2(09/09,6500m),C3(18/09,7050m),C4(27/09,7600m),C5(30/09,8000m),Smt(15/10)",France,Pierre Mazeaud,TRUE,FALSE,FALSE,FALSE,"Austria, W Germany",1978/8/29,1978/10/15,1335,13,35,47,0,  -   -,1,8850,FALSE,TRUE,FALSE,5,0,18,4,0,21,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,TRUE,FALSE,FALSE,FALSE,2445865
EVER79301,1979,3,1,S Col-SE Ridge,,"BC(25/08,5400m),C1(04/09,6000m),C2(07/09,6500m),C3(12/09,7200m),C4(24/09,8000m),Smt(01-02/10)",W Germany,Gerhard Schmatz,TRUE,FALSE,FALSE,FALSE,"New Zealand, Switzerland, USA",1979/8/25,1979/10/1,1400,14,0,37,0,  -   -,1,8850,FALSE,FALSE,FALSE,4,0,9,8,2,20,5,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Hannalore Schmatz and Genet died on descent from exposure,Gerhard Schmatz oldest summiter to date (50 yrs),,TRUE,TRUE,FALSE,FALSE,FALSE,2446217
EVER79401,1979,4,1,S Col-SE Ridge,,"BC(31/12,5360m),C1(08/01,6050m),C2(09/01,6500m),C3(15/01,7150m),C4(11/02,7960m),Smt(17/02)",Poland,Andrzej Zawada,TRUE,FALSE,FALSE,FALSE,,1979/12/31,1980/2/17,1430,14,30,48,51,1980/2/20,1,8850,FALSE,FALSE,FALSE,4,0,20,2,0,6,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,TRUE,FALSE,FALSE,FALSE,2446356
EVER80101,1980,1,1,S Col-SE Ridge,,"BC(20/03,5400m),C1(05/04,6100m),C2(07/04,6500m),C3(17/04,7360m),C4(19/04,8000m),Smt(14/05)",Spain,Juan Ignacio Lorente Zugaza,TRUE,FALSE,FALSE,FALSE,,1980/3/20,1980/5/14,1530,15,30,55,62,1980/5/21,1,8850,FALSE,FALSE,FALSE,4,0,12,1,0,35,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1 Sherpa injured in Icefall brought to KTM,,,TRUE,TRUE,FALSE,FALSE,FALSE,2446444
EVER80301,1980,3,1,S Col-SE Ridge,,"BC(27/08,5400m),C1(02/09,6000m),C2(10/09,6400m),C3(17/09,7400m),C4(28/09,8000m),Dep(05/10,8500m),xxx(14/10,8763m)",Italy,Francesco Santon,FALSE,FALSE,FALSE,FALSE,"Austria, Czechoslovakia, Nepal, Thailand, Yugoslavia",1980/8/27,1980/10/14,,,,48,53,1980/10/19,4,8763,FALSE,FALSE,FALSE,4,0,52,0,1,25,0,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1 Sherpa killed in Khumbu Icefall; Piana killed by avalanche above C2,,,TRUE,TRUE,FALSE,FALSE,FALSE,2446597
EVER80401,1980,4,1,S Col-SE Ridge,,"BC(27/11,5350m),C1(09/12,6050m),C2(17/12,6500m),C3(26/12,7300m),xxx(27/01,8000m)",Japan,Naomi Uemura,FALSE,FALSE,FALSE,FALSE,,1980/11/27,1981/1/27,,,,61,66,1981/2/1,4,8000,FALSE,FALSE,FALSE,3,0,17,0,1,20,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,TRUE,TRUE,FALSE,FALSE,FALSE,2446702
EVER82302,1982,3,1,S Col-SE Ridge,,"BC(16/08,5200m),C1(16/09,6060m),C2(22/09,6500m),C3(28/09,7200m),C4(04/10,8000m),Smt(05,07/10)",Canada,William (Bill) March,TRUE,FALSE,FALSE,FALSE,"UK, W Germany",1982/8/16,1982/10/5,0930,9,30,50,0,  -   -,1,8850,FALSE,FALSE,FALSE,4,0,22,2,1,29,4,3,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Griffiths and 3 Sherpas killed in Khumbu Icefall,,,TRUE,TRUE,FALSE,FALSE,FALSE,2447320
EVER82402,1982,4,1,S Col-SE Ridge,,"BC(03/12,5350m),C1(08/12,6000m),C2(13/12,6650m),C3(18/12,7400m),C4(22/12,7900m),Smt(27/12)",Japan,Yasuo Kato,TRUE,FALSE,FALSE,FALSE,,1982/12/3,1982/12/27,1555,15,55,24,29,1983/1/1,1,8850,FALSE,FALSE,FALSE,0,0,7,1,2,4,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,TRUE,TRUE,FALSE,FALSE,FALSE,2447403
EVER83102,1983,1,1,S Col-SE Ridge,,"BC(01/04,5395m),C1(17/04,5900m),C2(21/04,6490m),C3(29/04,7315m),C4(06/05,7995m),C5(8380m),Smt(07,14/05)",USA,Gerhard Lenser,TRUE,FALSE,FALSE,FALSE,"Nepal, W Germany",1983/4/1,1983/5/7,1600,16,0,36,55,1983/5/26,1,8850,FALSE,FALSE,FALSE,0,0,16,6,0,22,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Hixson apparently had stroke leaving S Col in descent and seriously affected; Nielson and Jamieson frostbite,,,TRUE,TRUE,FALSE,FALSE,FALSE,2447535
EVER83306,1983,3,1,S Col-SE Ridge,,"BC(10/09,5300m),C1(19/09,6100m),C2(23/09,6400m),C3(26/09,7500m),C4(07/10,7980m),Smt(08/10)",Japan,Hiroshi Yoshino,TRUE,FALSE,FALSE,FALSE,,1983/9/10,1983/10/8,1630,16,30,28,0,  -   -,1,8850,FALSE,FALSE,FALSE,0,0,5,3,2,2,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Two fatalities in descent from summit,,,TRUE,TRUE,FALSE,FALSE,FALSE,2447689
EVER83401,1983,4,1,S Col-SE Ridge,,"BC(20/11,5300m),C1(01/12,6100m),C2(03/12,6400m),C3(08/12,7400m),C4(13/12,8000m),Smt(16/12)",Japan,Kazuyuki Takahashi,TRUE,FALSE,FALSE,FALSE,,1983/11/20,1983/12/16,0800,8,0,26,0,  -   -,1,8850,FALSE,FALSE,FALSE,4,0,10,3,0,9,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Express,TRUE,TRUE,FALSE,FALSE,FALSE,2447758
EVER84102,1984,1,1,S Col-SE Ridge,,"BC(16/03,5350m),C1(05/04,6095m),C2.ABC(09/04,6585m),C3(12/04,7315m),C4(29/04,7985m),C5(08/05,8475m),Smt(09,23/05)",India,Darshan Kumar Khullar,TRUE,FALSE,FALSE,FALSE,,1984/3/16,1984/5/9,1230,12,30,54,72,1984/5/27,1,8850,FALSE,FALSE,FALSE,5,0,24,4,0,40,1,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Avalanche iceblocks of May 15-16 midnight buried C3, 3 members and 7 Sherpas seriously injured; Rekha Sharma fell across in icefall; Sherpa killed in avalanche on Lho La",,,TRUE,TRUE,FALSE,FALSE,FALSE,2447949
EVER84302,1984,3,1,S Col-SE Ridge,,"BC(18/08,5350m),C1(30/08,6100m),C2(11/09,6400m),C3(7300m),C4(8000m),xxx(24/10,8400m?)",Nepal,Yogendra Thapa,FALSE,FALSE,FALSE,FALSE,USA,1984/8/18,1984/10/24,,,,67,73,1984/10/30,6,8400,FALSE,FALSE,FALSE,4,0,27,0,1,10,0,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Fatal fall by Thapa and Ang Dorje above S Col,,,TRUE,TRUE,FALSE,FALSE,FALSE,2448117
EVER84305,1984,3,1,S Col-SE Ridge,,"BC(29/08,5350m),C1(02/09,6020m),C2(13/09,6400m),C3(21/09,7300m),C4(02/10,7980m),xxx(08/10)",Netherlands,Herman Plugge,FALSE,FALSE,TRUE,FALSE,,1984/8/29,1984/10/8,,,,40,43,1984/10/11,3,8800,FALSE,FALSE,FALSE,4,0,8,0,0,17,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Avalanche on Lhotse Face did hit Sherpa in it; 2 Sherpas & expedition doctor got edema and never able to go up again,Vos's summit claim has been disputed by Czech team Sherpas,,TRUE,TRUE,FALSE,FALSE,FALSE,2448101
EVER84401,1984,4,1,S Col-SE Ridge,,"BC(17/11,5380m),C1(02/12,6100m),C2(05/12,6500m),C3(10/12,7240m),xxx(20-21/12,7850m)",S Korea,Oh In-Hwan,FALSE,FALSE,FALSE,FALSE,,1984/11/17,1984/12/20,,,,33,67,1985/1/23,9,7850,FALSE,FALSE,FALSE,3,0,13,0,0,17,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1 Sherpa hit by falling stone on Lhotse face; 1 Sherpa seriously ill from altitude,,,TRUE,TRUE,FALSE,FALSE,FALSE,2448174
EVER85102,1985,1,1,S Col-SE Ridge,,"BC(14/03,5400m),C1(25/03,6100m),C2(31/03,6400m),C3(07/04,7300m),C4(18/04,8000m),Smt(21,29-30/04)",Norway,Arne Naess,TRUE,FALSE,FALSE,FALSE,"Sweden, UK, USA",1985/3/14,1985/4/21,0930,9,30,38,47,1985/4/30,1,8850,FALSE,FALSE,FALSE,4,0,14,9,0,22,8,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Unoccupied tents at C3 and again at C2 blown away,,,TRUE,TRUE,FALSE,FALSE,FALSE,2448297
EVER85303,1985,3,1,S Col-SE Ridge,SW Face,"BC(24/08,5400m),C1(07/09,6100m),C2(11/09,6600m),C3.SCol(20/09,7300m),C4(06/10,7900m),xxx(07/10,8725m); C3.SWFace(24/09,7010m),C4(27/09,7225m),C4(05/10,7775m),xxx(7775m+)",India,"Prem Chand, Jagit Singh",FALSE,FALSE,FALSE,FALSE,Nepal,1985/8/24,1985/10/7,,,,44,65,1985/10/28,10,8725,FALSE,FALSE,FALSE,4,0,42,0,5,22,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Oct 7-8 avalanching on SW Face which sent small slabs, 1 member hit; disaster of Oct 7-11 when Kumar fell and 4 members died of exhaustion and exposure; Angchuk and Bissa fell on Oct 28",,,FALSE,FALSE,FALSE,FALSE,FALSE,2448466
EVER85304,1985,3,1,S Col-SE Ridge,,"BC(16/09,5350m),C1(01/10,6000m),C2(04/10,6500m),C3(14/10,7450m),C4(28/10,7980m),Smt(30/10)",Japan,Kuniaki Yagihara,TRUE,FALSE,FALSE,FALSE,,1985/9/16,1985/10/30,0950,9,50,44,0,  -   -,1,8850,FALSE,FALSE,FALSE,4,0,12,7,0,12,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Kimoto badly frostbitten toes and heel; Sato bad frostbite 7-8 fingers; no more summit bids because very cold and strong wind; after that Miyazaki had altitude problems,Oldest Japanese on summit,,TRUE,TRUE,FALSE,FALSE,FALSE,2448489
EVER85403,1985,4,1,S Col-SE Ridge,,"BC(02/12,5400m),C1(05/12,6100m),C2(07/12,6450m),C3(15/12,7400m),C4(20/12,8000m),xxx(22/12,8500m)",S Korea,Nam Sang-Tae,FALSE,FALSE,FALSE,FALSE,,1985/12/2,1985/12/22,,,,20,75,1986/2/15,4,8500,FALSE,FALSE,FALSE,4,0,11,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,None except slight frostbite,,,TRUE,TRUE,FALSE,FALSE,FALSE,2448542
EVER86104,1986,1,1,S Col-SE Ridge,,"BC(07/04,5400m),C1(12/04,6100m),C2(17/04,6400m),C3(23/04,7300m),C4(09/05,7985m),xxx(10/05,8600m)",Japan,Haruyuki Endo,FALSE,FALSE,FALSE,FALSE,,1986/4/7,1986/5/10,,,,33,0,  -   -,4,8600,FALSE,FALSE,FALSE,4,0,5,0,0,7,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Miss Nagao sick in C3 with ""cold"" (had reached South Col twice before her illness)",,Express,TRUE,TRUE,FALSE,FALSE,FALSE,2448682
EVER86302,1986,3,1,S Col-SE Ridge,,"BC(22/08,5400m),C1(28/08,6100m),C2(04/09,6400m),C3(09/09,7400m),C4(24/09,8000m),xxx(25/09,8763m)",Switzerland,Fredy Graf,FALSE,FALSE,FALSE,FALSE,"Argentina, Denmark, France, Netherlands, UK, W Germany",1986/8/22,1986/9/25,,,,34,53,1986/10/14,9,8763,FALSE,FALSE,FALSE,4,0,25,0,1,16,0,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Burkhardt killed Sep 28 by avalanche descending Lhotse Face; Gyalu Sherpa killed Oct 4 by falling seracs which buried him in icefall,,,TRUE,TRUE,FALSE,FALSE,FALSE,2448820
EVER86305,1986,3,1,S Col-SE Ridge,,"BC(24/09,5400m),C1(26/09,6400m),C2(26/09,7400m),C3(27/09,7900m),xxx(27/09,8600m)",France,Eric Escoffier,FALSE,FALSE,FALSE,FALSE,,1986/9/24,1986/9/27,,,,3,28,1986/10/22,4,8600,FALSE,FALSE,FALSE,3,0,4,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 member got snowblindness for 2 days,,Everest Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2448822
EVER86401,1986,4,1,S Col-SE Ridge,,"BC(21/11,5400m),C1(03/12,6100m),C2(05/12,6500m),C3(06/12,7300m),C4(07/12,8000m),xxxx(07,21/12,8000m)",S Korea,Oh In-Hwan,FALSE,FALSE,FALSE,FALSE,,1986/11/21,1986/12/7,,,,16,34,1986/12/25,4,8000,FALSE,FALSE,FALSE,4,0,6,0,0,7,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Ang Tshering frostbitten toes & fingers; no other problems,,Adventure Nepal,TRUE,TRUE,FALSE,FALSE,FALSE,2448893
EVER87305,1987,3,1,S Col-SE Ridge,,"BC(26/08,5350m),C1(07/09,6000m),C2(18/09,6400m),C3(19/09,7300m),C4(28/09,8000m),xxx(02/10,8400m)",Austria,Hanns Schell,FALSE,FALSE,FALSE,FALSE,"France, Italy, USA, W Germany",1987/8/26,1987/10/2,,,,37,49,1987/10/14,4,8400,FALSE,TRUE,FALSE,4,0,15,0,0,10,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,None to 14th except Patschieder's shoulder injury,,Mountain Travel,TRUE,TRUE,FALSE,FALSE,FALSE,2449193
